,Latitude,Longitude,Company,Facility,Facility ID,Address,City,County,State,Zip
671,45.031,-93.2342,CLARIANT PLASTICS and COATINGS USA INC,CLARIANT PLASTICS and COATINGS USA INC - MINNEAPOLIS FACILITY,55428CHRLS9101I,9101 INTERNATIONAL PKWY,NEW HOPE,HENNEPIN,MN,55428
672,45.03,-93.2333,,CINCH,55428CNCHC8821S,8821 SCIENCE CENTER DR,NEW HOPE,HENNEPIN,MN,554283619
673,45.0318,-93.2356,,CENTRAL STATES DIVERSIFIED,55428CNTRL9000S,9000 SCIENCE CENTER DR,NEW HOPE,HENNEPIN,MN,55428
674,45.0305,-93.2349,,ABELCONN LLC,55428CTSCN9210S,9210 SCIENCE CENTER DR,NEW HOPE,HENNEPIN,MN,55428
675,45.0253,-93.2253,,ALPHA CERAMICS INC.,55428HNYWL5121W,5121 WINNETKA AVE N SUITE 100,NEW HOPE,HENNEPIN,MN,55428
676,45.0313,-93.2354,PARKER HANNIFIN CORP,PARKER HANNIFIN HPS,55428LDYNP552NH,5520 HWY 169 N,NEW HOPE,HENNEPIN,MN,55428
677,45.0242,-93.2326,BELLCOMB TECHNOLOGIES,BELLCOMB,55428LKSDL5001B,5001 BOONE AVE N,NEW HOPE,HENNEPIN,MN,55428
678,45.0243,-93.2331,,INNO-FLEX CORP,55428NNFLX4929B,4929 BOONE AVE,NEW HOPE,HENNEPIN,MN,55428
679,45.023,-93.223,,NORDIC PRESS INC,55428NRDCP5017B,5017 BOONE AVE N,MINNEAPOLIS,HENNEPIN,MN,55428
680,45.0526,-93.2344,,MENASHA PACKAGING NORTH STAR CONTAINER,55428NRTHS7301N,7301 NORTHLAND DR,BROOKLYN CENTER,HENNEPIN,MN,55428
681,45.02,-93.15,,MAAX US CORP.,55428PRLBT92247,9224 73RD AVE N,BROOKLYN PARK,HENNEPIN,MN,55428
682,45.0217,-93.2233,,ROBINSON RUBBER PRODUCTS CO,55428RBNSN4600Q,4600 QUEBEC AVE N,MINNEAPOLIS,HENNEPIN,MN,55428
683,45.0012,-93.2326,,TECHNICAL PLATING INC,55428TCHNC86017,8760 XYLON AVE N -,BROOKLYN PARK,HENNEPIN,MN,55445
684,45.0404,-93.2323,,THOMAS ENGINEERING CO,55428THMSN7024N,7024 NORTHLAND DR N,BROOKLYN PARK,HENNEPIN,MN,55428
685,45.0349,-93.2249,,TK PRODS,55428TKPRD5008H,5008 HILLSBORO AVE N,NEW HOPE,HENNEPIN,MN,55428
686,45.0254,-93.2324,METAL TECHNOLOGIES INC,MINNEAPOLIS DIE CASTING LLC,55428TLPRD5100B,5100 BOONE AVE N,NEW HOPE,HENNEPIN,MN,55428
687,45.0538,-93.2346,MEDTRONIC INC,MEDTRONIC INC PERFUSION SYSTEMS,55428VCRCR7611N,7611 NORTHLAND DR,BROOKLYN PARK,HENNEPIN,MN,55428
688,45.023,-93.2344,,AVTEC FINISHING SYSTEMS INC,55428VTCFN9101S,9101 SCIENCE CENTER DR,NEW HOPE,HENNEPIN,MN,55428
692,45.024,-93.19,,HOWE CO,55430CRPMT4821X,4821 XERXES AVE N,MINNEAPOLIS,HENNEPIN,MN,55430
693,45.0437,-93.1812,,HIAWATHA RUBBER CO,55430HWTHR17006,1700 67TH AVE N,MINNEAPOLIS,HENNEPIN,MN,55430
694,45.0445,-93.18,,MEDTRONIC ENERGY and COMPONENT CENTER,55430MDTRN67000,6800 SHINGLE CREEK PKWY,BROOKLYN CENTER,HENNEPIN,MN,55430
695,45.0403,-93.1814,,VISION-EASE LENS POLYCARBONATE OPS,55430PLYPT6800S,"6800 SHINGLE CREEK PARKWAY, SUITE 280",BROOKLYN CENTER,HENNEPIN,MN,554301445
696,45.0235,-93.181,OWENS CORNING INC,OWENS CORNING ROOFING and ASPHALT LLC,55430WNSCR19014,1901 - 49TH AVE N,MINNEAPOLIS,HENNEPIN,MN,55430
697,44.5255,-93.1359,,CENTURY MFG CO,55431CNTRY9231P,9231 PENN AVE S,BLOOMINGTON,HENNEPIN,MN,55431
698,44.4956,-93.1758,ADDED VALUE TECHNOLOGY LLC,ADDED VALUE TECHNOLOGY,55431DDDVL9401J,9401 JAMES AVE S SUITE 100,BLOOMINGTON,HENNEPIN,MN,55431
699,44.4937,-93.1814,,FLAME METALS PROCESSING BLOOMINGTON,55431GTCHL1900W,1900 W 98TH ST,BLOOMINGTON,HENNEPIN,MN,55431
700,44.4949,-93.1717,,PRINTED CIRCUITS INC,55431PRNTD1200W,1200 W 96TH ST,BLOOMINGTON,HENNEPIN,MN,55431
701,45.0603,-93.1536,,CARTER DAY INTL INC,55432CRTRD494NO,494 NORTHCO DR NE,FRIDLEY,ANOKA,MN,55432
702,45.0642,-93.1624,,CUSTOM CAST CORP,55432CSTMC7891N,7891 NE HICKORY ST,FRIDLEY,ANOKA,MN,55432
703,45.0606,-93.1616,,DUGAS BOWERS PLATING CO,55432DGSBW7965M,7965 MAIN ST NE,FRIDLEY,ANOKA,MN,55432
704,45.0442,-93.1744,,LAMAUR CORP,55432DWBRN5601E,5601 E RIVER RD,FRIDLEY,ANOKA,MN,554326198
705,45.0549,-93.1558,,FLEXCON CO INC,55432FLXCN7165C,7165 COMMERCE CIRCLE WEST,FRIDLEY,ANOKA,MN,55432
706,45.062,-93.1433,KURT MANUFACTURING CO,KURT MANUFACTURING CO,55432KRTMF7585V,7585 HWY 65 NE,FRIDLEY,ANOKA,MN,55432
707,45.0603,-93.1536,,INCERTEC,55432KWKFL50473,490 NORTHCO DR NE,MINNEAPOLIS,ANOKA,MN,55432
708,45.0613,-93.1557,,LARSEN'S MANUFACTURING CO,55432LRSNS7421C,7471 COMMERCE LN NE,FRIDLEY,ANOKA,MN,55432
709,45.0645,-93.1607,,MICRO CONTROL CO,55432MCRCN7956M,7956 MAIN ST NE,FRIDLEY,ANOKA,MN,55432
710,45.05,-93.14,,MEDTRONIC INC,55432MDTRN7000C,7000 CENTRAL AVE NE,FRIDLEY,ANOKA,MN,554323576
711,45.06,-93.15,,MINCO PRODUCTS INC,55432MNCPR7300C,7300 COMMERCE LN NE,FRIDLEY,ANOKA,MN,55432
712,45.0552,-93.1604,,MINNCAST INC,55432MNNCS200NE,200 COMMERCE CIR S,FRIDLEY,ANOKA,MN,55432
714,45.0629,-93.1425,,ANCHOR/IBC,55432NTRNT1173O,1173 OSBORNE RD NE,SPRING LAKE PARK,ANOKA,MN,55432
715,45.0653,-93.1556,,INTERNATIONAL BLENDING CORP,55432NTRNT8090R,8090 RANCHERS RD,FRIDLEY,ANOKA,MN,55432
716,44.58,-93.16,,PILLSBURY CO,55432PLLSB7350C,7350 COMMERCE LN,FRIDLEY,ANOKA,MN,55432
717,45.0632,-93.1625,,MCQUAY INTERNATIONAL,55432SNYDR99NE7,99 NE 77TH WAY,FRIDLEY,ANOKA,MN,55432
718,45.0707,-93.1602,,INCERTEC,55432SPCPL16083,160 83RD AVE NE # 105,FRIDLEY,ANOKA,MN,55432
719,45.0649,-93.1839,,SPACE TABLES,55432SPCTB8035R,8035 RANCHER'S RD,MINNEAPOLIS,HENNEPIN,MN,554320082
720,45.0705,-93.1544,,STYLMARK INC,55432STYLM6536M,6536 MAIN ST NE,FRIDLEY,ANOKA,MN,55432
721,45.0842,-93.1732,,JOHN ROBERTS CO,55433JHNRB9687E,9687 E RIVER RD,MINNEAPOLIS,ANOKA,MN,55433
722,45.0758,-93.1621,,ALUMIPLATE INC,55433LMPLT896SP,8960 SPRINGBROOK DR SUITE 105,COON RAPIDS,ANOKA,MN,55433
723,45.473,-93.153,,LUND INDUSTRIES INC,55433LNDND9055E,9055 EVERGREEN BLVD,COON RAPIDS,ANOKA,MN,55433
724,45.08,-93.1635,,MIDWEST FINISHING INC,55433MDWST9289E,9289 EVERGREEN BLVD,COON RAPIDS,ANOKA,MN,55433
725,45.0757,-93.1615,,STERIS INC,55433QLTYS38090,380 90TH AVE NW,COON RAPIDS,ANOKA,MN,55433
726,45.06,-93.29,,RMS,55433RMSXX8600E,8600 EVERGREEN BLVD,MINNEAPOLIS,HENNEPIN,MN,554336036
727,45.0756,-93.1644,,RAMSEY TECHNOLOGY INC,55433RMSYT50190,501 90TH AVE NW,MINNEAPOLIS,ANOKA,MN,55433
728,45.0641,-93.1258,,BEALKA CASTING INC,55434BLKCS10575,10525 NASSAU ST NE,BLAINE,ANOKA,MN,55449
730,45.0753,-93.103,,PLASTI DIP INTERNATIONAL,55434PDNCX3760F,3760 FLOWERFIELD RD,CIRCLE PINES,ANOKA,MN,55014
731,44.5133,-93.203,,ADC TELECOMMUNICATIONS INC,55435DCTLC4900W,4900 W 78TH ST,BLOOMINGTON,HENNEPIN,MN,55435
732,44.523,-93.223,,IDEUS INC,55435DSNCX7665W,7665 WASHINGTON AVES,EDINA,HENNEPIN,MN,55435
733,44.521,-93.2115,THE DOW CHEMICAL CO,FILMTEC CORP,55435FLMTC7200O,7200 OHMS LN,EDINA,HENNEPIN,MN,55439
734,44.52,-93.21,,IMPRIMIS TECH INC,55435MGNTC7490B,7490 BUSH LAKE RD,EDINA,HENNEPIN,MN,55435
735,44.5139,-93.2033,SEAGATE TECHNOLOGY INC,SEAGATE TECHNOLOGY,55435MGNTC7801C,7801 COMPUTER AVE,BLOOMINGTON,HENNEPIN,MN,55435
736,44.5154,-93.2003,,ROBERTS AUTOMATIC PRODUCTS,55435RBRTS4451W,4451 W 76TH ST,EDINA,HENNEPIN,MN,554355193
737,44.52,-93.213,,"SEAGATE TECH INC, OVR",55435SGTTC5300W,5300 W 76TH ST,EDINA,HENNEPIN,MN,55435
738,44.535,-93.2355,,HONEYWELL INC EDINA BLDG,55436HNYWL5901S,5901 S COUNTY RD 18,EDINA,HENNEPIN,MN,55436
739,44.51,-93.21,,"SEAGATE TECH INC, NSO",55437MGNTC5100W,5100 W 82ND ST,BLOOMINGTON,HENNEPIN,MN,55437
740,44.4811,-93.222,UNITED TECHNOLOGIES CORP,DETECTOR ELECTRONICS CORP,55438DTCTR691W1,6901 W 110TH ST,BLOOMINGTON,HENNEPIN,MN,55438
741,44.522,-93.2135,,THIELE ENGINEERING CO,55439THLNG7225B,7225 BUSH LAKE RD,EDINA,HENNEPIN,MN,554392024
744,45.0013,-93.1336,HONEYWELL INTERNATIONAL INC,HONEYWELL AEROSPACE - MINNEAPOLIS,55440HNYWL2600R,2600 RIDGWAY PKWY,MINNEAPOLIS,HENNEPIN,MN,55413
745,44.5615,-93.2118,,MINNESOTA RUBBER,55440MNNST3630W,3630 WOODDALE AVE,SAINT LOUIS PARK,HENNEPIN,MN,55416
746,45.0015,-93.2718,,CONTROL DATA CORP EMPROS SYSTEMS INTERNATIONAL DIV,55441CNTRL2200B,2200/2300 BERKSHIRE LN N,PLYMOUTH,HENNEPIN,MN,55441
747,45.0044,-93.254,BASF CORP,"BASF CORPORATION, MINNEAPOLIS SITE",55441FMNTR13630,13630 WATER TOWER CIR,MINNEAPOLIS,HENNEPIN,MN,55441
749,44.5931,-93.3255,,"HONEYWELL INC, RESIDENTIAL and BUILDING CONTROL",55441HNYWL975NA,975 NATHAN LN,PLYMOUTH,HENNEPIN,MN,55441
751,45.0,-93.3,,LSI CORP OF AMERICA INC,55441LSCRP2100X,2100 XENIUM LN,PLYMOUTH,HENNEPIN,MN,554413629
752,45.0,-93.27,,UNIVERSAL CIRCUITS INC,55441NVRSL13305,13305 INDL PARK BLVD,PLYMOUTH,HENNEPIN,MN,55441
753,45.001,-93.2805,,PROTO LABS,55441PRGRS2600N,2600 NIAGARA LN N,PLYMOUTH,HENNEPIN,MN,554474719
754,45.02,-93.27,,SCHNEIDER USA INC,55441SCHND2905N,2905 NW BLVD,MINNEAPOLIS,HENNEPIN,MN,55441
755,44.5955,-93.2641,,AVECOR CARDIOVASCULAR INC,55441SCMDL13000,13010 COUNTY RD 6,PLYMOUTH,HENNEPIN,MN,55441
756,45.0,-92.27,,BOSTON SCIENTIFIC SCIMED INC,55441SCMDL2050E,2050 E CENTER CIRCLE,PLYMOUTH,HENNEPIN,MN,554413816
759,45.0335,-93.2454,HUTCHINSON TECHNOLOGY INC,HUTCHINSON TECHNOLOGY INC,55442HTCHN5905T,5905 TRENTON LN N,PLYMOUTH,HENNEPIN,MN,55442
760,45.0336,-93.244,BOSTON SCIENTIFIC CORP,BOSTON SCIENTIFIC PLYMOUTH TECHNOLOGY CENTER,55442SCHND5905N,5905 NATHAN LN,PLYMOUTH,HENNEPIN,MN,55442
761,45.0254,-93.2412,,TWIN CITY OPTICAL,55442TWNCT525HI,5205 HWY 169 N,PLYMOUTH,HENNEPIN,MN,55442
762,45.0,-93.09,,GRACE-LEE PRODUCTS INC,55443GRCLP1414M,1414 MARSHALL ST NE,MINNEAPOLIS,HENNEPIN,MN,55413
763,45.063,-93.2317,CATERPILLAR INC,CATERPILLAR PAVING PRODUCTS INC,55445CTRPL94018,9401 85TH AVE N,BROOKLYN PARK,HENNEPIN,MN,55445
764,45.0546,-93.2311,,JOYNER'S DIE CASTING and PLATING INC,55445JYNRS7801X,7801 XYLON AVE N,BROOKLYN PARK,HENNEPIN,MN,55445
765,45.0622,-93.2405,,LOWELL INC,55445LWLLN95258,9525 83RD AVE N,BROOKLYN PARK,HENNEPIN,MN,55445
766,45.0702,-93.2306,,MIDWEST FINISHING INC.,55445MDWST9WYMI,9000 WYOMING AVE,BROOKLYN PARK,HENNEPIN,MN,55445
768,45.0659,-93.2307,,TECHNICAL RESIN PACKAGING,55445TCHNC8901W,8901 WYOMING AVE N,BROOKLYN PARK,HENNEPIN,MN,55445
769,45.0059,-93.2847,BANNER ENGINEERING CORP,BANNER ENGINEERING CORP,55447BNNRN15755,15755 32ND AVE N,PLYMOUTH,HENNEPIN,MN,55447
770,45.0054,-93.2945,,CIRCUIT SCIENCE INC,55447CRCTS15831,15831 HWY 55,PLYMOUTH,HENNEPIN,MN,55447
771,45.0032,-93.2729,CROWN EXTRUSIONS,AACRON INC,55447CRNNC2705C,2705 CHESHIRE LN,PLYMOUTH,HENNEPIN,MN,55447
772,45.003,-93.2758,,NEVERS INDUSTRIES INC,55447NVRSN14125,14125 21ST AVE N,MINNEAPOLIS,HENNEPIN,MN,55447
773,45.0046,-93.2805,,PRECISION DIVERSIFIED INDUSTRIES LLC,55447PRCSN14755,14755 27TH AVE N,PLYMOUTH,HENNEPIN,MN,55447
774,45.0014,-93.2767,,UPSHER-SMITH LABS INC,55447PSHRS14905,14905 23RD AVE N,MINNEAPOLIS,HENNEPIN,MN,55447
775,45.05,-93.3,,DANA CORP SPICER OFF-HIGHWAY PRODS DIV,55447SPCRC15905,15905 HWY 55,PLYMOUTH,HENNEPIN,MN,55447
776,45.05,-93.3,,DANA CORP SPICER OFF-HIGHWAY AXLE DIV,55447SPCRF15905,15905 HWY 55,PLYMOUTH,HENNEPIN,MN,55447
777,45.0107,-93.2731,DANFOSS POWER SOLUTIONS (US) CO,DANFOSS POWER SOLUTIONS (US) CO,55447SRDNF35ANN,3500 ANNAPOLIS LN N,PLYMOUTH,HENNEPIN,MN,55447
778,44.5955,-93.2736,,WAGNER SPRAY TECH CORP,55447WGNRS177FE,1770 FERNBROOK LN,PLYMOUTH,HENNEPIN,MN,55447
779,45.0059,-93.2805,,WATT/PETERSON INC,55447WTTPT15020,15020 27TH AVE N,PLYMOUTH,HENNEPIN,MN,55447
780,45.1049,-93.1824,,BTW INC,55448BTWNC11551,11551 EAGLE ST NW SUITE 3,COON RAPIDS,ANOKA,MN,55448
781,45.1046,-93.1803,,JOHN DEERE CYLINDE DIV MINNEAPOLIS,55448JHNDR13111,1301 115TH AVE NW,COON RAPIDS,ANOKA,MN,55448
782,45.082,-93.1355,,CYLINDER CITY INC,55449CYLND15329,1532 93RD LN NE,BLAINE,ANOKA,MN,554490220
783,45.0942,-93.1009,,PLASTI DIP INTERNATIONAL,55449PLSTD3920P,3920 PHEASANT RIDGE DR,BLAINE,ANOKA,MN,55449
784,45.0938,-93.1405,,PLEXUS CORP BMN,55449PLXSC17009,1700 93RD LN NE,BLAINE,ANOKA,MN,55449
785,45.082,-93.1355,PARKER HANNIFIN CORP,PARKER HANNIFIN CORP MOBILE CYLINDER DIV,55449PRKRM14609,1460-1532 93RD LN NE,BLAINE,ANOKA,MN,55449
786,45.0828,-93.1356,,ARROW CRYOGENICS,55449RRWCR16719,1671 93RD LN NE,BLAINE,ANOKA,MN,55449
787,45.0812,-93.1327,CLEAN HARBORS INC,SAFETY-KLEEN SYSTEMS BLAINE (BLA),55449SFTYK9261I,9261 ISANTI ST NE,BLAINE,ANOKA,MN,55449
794,44.5344,-93.1257,,US AIR FORCE MINNEAPOLIS-ST PAUL IAP ARS MN,55450SRFRC760MI,760 MILITARY HWY 934 MSG/CEV,MINNEAPOLIS,HENNEPIN,MN,554502100
795,47.315,-90.545,ALLETE INC,TACONITE HARBOR ENERGY CENTER,55613TCNTH8124W,8124 W HWY 61,SCHROEDER,COOK,MN,55613
796,47.0215,-91.4,LOUISIANA PACIFIC CORP,LOUISIANA-PACIFIC TWO HARBORS SIDING,55616LSNPCINDUS,711 25TH AVE INDUSTRIAL PARK N HWY 2,TWO HARBORS,LAKE,MN,55616
797,47.0245,-91.3959,STANLEY BLACK and DECKER,STANLEY HYDRAULIC TOOLS,55616STNLY1538S,1538 HWY 2,TWO HARBORS,LAKE,MN,55616
798,47.315,-92.0933,ALLETE INC,LASKIN ENERGY CENTER,55705LSKNN5699C,5699 COLBY LAKE RD,HOYT LAKES,ST LOUIS,MN,55750
799,47.3134,-92.2002,DYNO NOBEL INC,DYNO NOBEL INC,55708MNNSTCOUNT,5392 VERMILION TRAIL,BIWABIK,ST LOUIS,MN,55708
801,46.3943,-92.2532,CHEMSTAR PRODUCTS CO,CHEMSTAR PRODUCTS CO,55718CHMST131SO,131 S ST,CARLTON,CARLTON,MN,55718
802,47.2856,-92.5249,,MN TWIST DRILL AQUISITION LLC,55719MNNST611WE,1 SW 7TH ST,CHISHOLM,ST LOUIS,MN,55719
803,46.4345,-92.264,,DIAMOND BRANDS INC,55720DMNDB1800C,1800 CLOQUET AVE,CLOQUET,CARLTON,MN,55720
804,46.4323,-92.2619,SDW HOLDINGS CORP,SAPPI CLOQUET LLC,55720PTLTCNORTH,2201 AVE B,CLOQUET,CARLTON,MN,55720
805,46.4327,-92.2803,USG CORP,USG INTERIORS LLC,55720SGNTR35ARC,35 ARCH ST,CLOQUET,CARLTON,MN,55720
807,46.3015,-92.421,,SPECIALTY MINERALS INC,55720ZRNCXEASTE,2203 E END AVE B,CLOQUET,CARLTON,MN,55720
808,47.15,-93.3716,ALLETE INC,BOSWELL ENERGY CENTER,55721BSWLL1200N,1210 NW 3RD ST,COHASSET,ITASCA,MN,55721
809,47.4747,-92.3939,,AINSWORTH ENGINEERED USA LLC COOK OSB,55723PTLTCPOBOX,9358 US 53 S,COOK,ST LOUIS,MN,55723
810,47.28,-92.31,,MALTON EQUIPMENT COMPANY,55734MLTNQEVELE,EVELETH INDUSTRIAL PARK,EVELETH,ST LOUIS,MN,55734
811,47.1356,-93.3148,UPM-KYMMENE INVESTMENT INC,BLANDIN PAPER CO,55744BLNDN115SW,115 SW FIRST ST,GRAND RAPIDS,ITASCA,MN,55744
812,47.1345,-93.3413,,AINSWORTH ENGINEERED LLC,55744BLNDN502CO,502 COUNTY RD 63,GRAND RAPIDS,ITASCA,MN,55744
814,47.2248,-92.5059,,KIMBALL ELECTRONICS HIBBING,55746HBBNG31251,3125 14TH AVE E,HIBBING,ST LOUIS,MN,55746
815,47.2435,-92.5521,,NOBLE INDUSTRIES LTD,55746HBBNG3430E,3430 E 13TH AVE,HIBBING,ST LOUIS,MN,55746
816,47.2417,-92.5527,,LandM RADIATOR INC,55746LMRDT1414E,1414 E 37TH ST,HIBBING,ST LOUIS,MN,55746
817,47.2,-92.5,METAL TECHNOLOGIES INC,NORTHERN FOUNDRY,55746NRTHR555WE,555 W 25TH ST,HIBBING,ST LOUIS,MN,55746
818,47.2447,-92.5514,IRACORE INTERNATIONAL INC,IRATHANE SYSTEMS-MINNESOTA LLC,55746RTHNS3516E,3516 E 13TH AVE,HIBBING,ST LOUIS,MN,55746
819,47.255,-92.4959,AUSTIN POWDER CO,VIKING EXPLOSIVES LLC,55746VKNGX4469H,4469 HWY 5,HIBBING,ST LOUIS,MN,55746
820,47.255,-92.5607,,HIBBING PUBLIC UTILITIES COMMISSION,55749HBBNG1832S,1832 6TH AVE E,HIBBING,ST LOUIS,MN,55746
822,47.3002,-92.3311,,BORDEN CHEMICAL INC VIRGINIA PLANT,55792BRNCRPOBOX,1507 SOUTHERN DR,VIRGINIA,ST LOUIS,MN,55792
825,47.3051,-92.3151,,STAVER FOUNDRY INC,55792STVRF10010,100 10TH ST S,VIRGINIA,ST LOUIS,MN,55792
828,46.4513,-92.0555,,INNOVATIVE PINE TECHNOLOGY INC,55802NNVTV112PR,1102 PORT TERMINAL DR,DULUTH,ST LOUIS,MN,55802
829,46.4557,-92.0824,,ABC RAIL PRODUCTS CORP,55806BCRLP2900W,2900 W MICHIGAN,DULUTH,ST LOUIS,MN,55806
830,46.4605,-92.073,,FRANKLIN FOODS,55806FRNKL1925W,1925 W 1ST ST,DULUTH,ST LOUIS,MN,55806
831,46.4341,-92.0108,,DULUTH BRASS and ALUMINUM CO,55807DLTHB69THA,6900 POLK ST,DULUTH,ST LOUIS,MN,55807
832,46.4445,-92.0933,VERSO PAPER CORP,DULUTH PAPER MILL,55807LKSPR100NO,100 N CENTRAL AVE,DULUTH,ST LOUIS,MN,55807
834,46.4052,-92.1337,,DULUTH BRASS MANUFACTURING INC,55808DLTHB231CM,2301 COMMONWEALTH AVE,DULUTH,ST LOUIS,MN,55808
835,46.423,-92.12,TATE and LYLE INGREDIENTS AMERICAS LLC,TATE and LYLE DULUTH,55808MBYSY110SP,110 SPRING ST,DULUTH,ST LOUIS,MN,55808
836,46.3954,-92.1318,ME GLOBAL INC,ME GLOBAL INC,55808MNTRN200EA,200 E CARTERETT ST,DULUTH,ST LOUIS,MN,55808
839,46.5046,-92.1022,,US AIR FORCE DULUTH MN ANG,55811SRFRC4680V,148FW/EM 4680 VIPER ST,DULUTH,ST LOUIS,MN,55811
840,46.465,-92.9211,,DIAMOND TOOL and HORSESHOE CO,55816DMNDT4702G,4702 GRAND AVE,DULUTH,ST LOUIS,MN,558160250
841,46.4532,-92.0715,GERDAU USA INC,GERDAU AMERISTEEL US INC,55816NRTHS800GA,800 GARFIELD AVE,DULUTH,ST LOUIS,MN,55802
842,46.462,-92.064,KOCH INDUSTRIES INC,GEORGIA PACIFIC WOOD PRODUCTS LLC,55816SPRWD14THA,1220 W RAILROAD ST,DULUTH,ST LOUIS,MN,55802
848,44.033,-92.3021,,IBM ROCHESTER,55901BMXXXHWY52,3605 HWY 52 NORTH DEPT KMW,ROCHESTER,OLMSTED,MN,55901
850,44.0325,-92.3139,,CELESTICA CORP,55901CLSTC3050S,3050 SUPERIOR DR NW,ROCHESTER,OLMSTED,MN,55901
851,44.033,-92.303,,CELESTICA CORP,55901CLSTC30543,3054 - 37TH ST NW,ROCHESTER,OLMSTED,MN,55901
852,44.0003,-93.3003,CRENLO LLC,CRENLO CAB PRODUCTS INC PLANT 2,55901CRNLN2501V,2501 VALLEYHIGH DR NW,ROCHESTER,OLMSTED,MN,55901
854,44.031,-92.3052,BENCHMARK ELECTRONICS INC,BENCHMARK ELECTRONICS INC MINNESOTA DIV,55901PMSTR3535T,3535 TECHNOLOGY DR NW,ROCHESTER,OLMSTED,MN,55901
855,44.0292,-92.293,,PEPSI-COLA BOTTLING CO,55901PPSCL1307V,1307 VALLEY HIGH DR NW,ROCHESTER,OLMSTED,MN,55901
856,44.0206,-92.2952,KERRY INC,KERRY INGREDIENTS and FLAVOURS INC,55901STFFR24027,2402 7TH ST NW,ROCHESTER,OLMSTED,MN,55901
857,43.55,-92.3,,WATERS INSTRUMENTS,55901WTRSN24117,2411 7TH ST NW,ROCHESTER,OLMSTED,MN,55901
858,44.5245,-93.134,,NORTHWEST AIRLINES ROCHESTER MUNICIPAL AIRPORT,55902NRTHWROCHE,HALGERSON DR S W,ROCHESTER,OLMSTED,MN,55902
859,44.0024,-92.2732,SENECA FOODS CORP,SENECA FOODS CORP,55903SNCFD12173,1217 3RD AVE SE,ROCHESTER,OLMSTED,MN,55904
860,44.014,-92.2744,,"KEMPS, LLC",55904MRGLD406NB,406 N BROADWAY,ROCHESTER,OLMSTED,MN,55906
861,44.0058,-92.2738,DAIRY FARMERS OF AMERICA INC,KEMPS LLC,55904MRGLD700LA,700 1ST AVE SE,ROCHESTER,OLMSTED,MN,55904
862,44.0035,-92.2819,,SENECA FOODS CORP,55904SNCFD30820,308 20TH ST SE,ROCHESTER,OLMSTED,MN,55904
863,44.0005,-92.274,ASSOCIATED MILK PRODUCERS INC,ASSOCIATED MILK PRODUCERS INC,55904SSCTD7001S,700 1ST AVE SE,ROCHESTER,OLMSTED,MN,55904
864,44.0143,-92.2738,ROCHESTER PUBLIC UTILITIES,ROCHESTER PUBLIC UTILITIES SILVER LAKE PLANT,55906RCHST425WS,425 W SILVER LAKE DR NE,ROCHESTER,OLMSTED,MN,55906
865,43.3236,-92.4456,,LAND O'LAKES FARMLAND FEED,55909LNDLK13COM,13 COMMERCE ST,ADAMS,MOWER,MN,55909
867,43.4152,-92.5748,,AUSTIN UTILITIES NORTHEAST POW ER STATION,55912STNTL37011,3511 11TH ST NE,AUSTIN,MOWER,MN,55912
868,44.5213,-93.0305,,TANDEM PRODUCTS INC,55917TNDMP520IN,520 INDUSTRIAL DR,BLOOMING PRAIRIE,STEELE,MN,55917
869,43.5205,-93.03,ARKEMA DELAWARE INC,ARKEMA INC,55917VKNGC157WE,157 HWY AVE N,BLOOMING PRAIRIE,STEELE,MN,55917
870,43.5007,-92.1003,STRONGWELL CORP,STRONGWELL - CHATFIELD DIV,55923FCDVFHWY52,1610 HWY 52 S,CHATFIELD,FILLMORE,MN,55923
871,43.4959,-92.0953,,TUOHY FURNITURE CORP,55923THYFR42STA,42 ST ALBANS PL,CHATFIELD,FILLMORE,MN,55923
872,44.0358,-92.5907,,AL-CORN CLEAN FUEL,55924LCRNCHWY14,797 5TH ST,CLAREMONT,DODGE,MN,55924
873,43.4759,-92.4055,,GREAT RIVER ENERGY PLEASANT VALLEY STATION,55926GRTRV68435,68435 310TH ST,DEXTER,MOWER,MN,55926
874,43.4434,-92.4234,,MCNEILUS TRUCK and MANUFACTURING INC DEXTER,55926MCNLS214IN,214 INDUSTRIAL PARK DR,DEXTER,MOWER,MN,55926
875,44.021,-92.51,,EHLER'S PAINT SHOP,55927HLRSPHWY14,HWY 14 E,DODGE CENTER,DODGE,MN,55927
876,44.0215,-92.51,OSHKOSH CORP,MCNEILUS TRUCK and MANUFACTURING INC,55927MCNLSHIGHW,524 HWY ST E,DODGE CENTER,DODGE,MN,55927
877,44.162,-92.5907,,FOLDCRAFT CO,55946FLDCR615CE,615 CENTENNIAL DR,KENYON,GOODHUE,MN,55946
878,43.5202,-91.5108,,RIVERSIDE ELECTRONICS LTD,55952RVRSDONERI,1 RIVERSIDE DR,LEWISTON,WINONA,MN,55952
879,44.1215,-92.383,,DS MANUFACTURING INC,55963DSMNF67FIF,67 5TH ST NE,PINE ISLAND,GOODHUE,MN,559639713
880,44.1221,-92.3838,LAND O LAKES INC,LAND O LAKES - PINE ISLAND,55963LNDLK2062N,206 2ND ST NE,PINE ISLAND,GOODHUE,MN,55963
882,43.4007,-92.0457,FOREMOST FARMS USA COOPERATIVE,FOREMOST FARMS USA,55965WSCNS220ST,220 SAINT PAUL ST,PRESTON,FILLMORE,MN,55965
